22 Nov 2012 10:03:22,767 INFO  [main] model.ProfileTestCase Classifier.attribute (required=false)
22 Nov 2012 10:03:22,767 INFO  [main] model.ProfileTestCase Classifier.feature (required=false)
22 Nov 2012 10:03:22,767 INFO  [main] model.ProfileTestCase opposite: Classifier.feature->Feature.featuringClassifier
22 Nov 2012 10:03:22,767 INFO  [main] model.ProfileTestCase Classifier.general (required=false)
22 Nov 2012 10:03:22,767 INFO  [main] model.ProfileTestCase Classifier.inheritedMember (required=false)
22 Nov 2012 10:03:22,767 INFO  [main] model.ProfileTestCase Namespace.importedMember (required=false)
22 Nov 2012 10:03:22,767 INFO  [main] model.ProfileTestCase Namespace.elementImport (required=false)
22 Nov 2012 10:03:22,767 INFO  [main] model.ProfileTestCase opposite: Namespace.elementImport->ElementImport.importingNamespace
22 Nov 2012 10:03:22,767 INFO  [main] model.ProfileTestCase Namespace.packageImport (required=false)
22 Nov 2012 10:03:22,767 INFO  [main] model.ProfileTestCase opposite: Namespace.packageImport->PackageImport.importingNamespace
22 Nov 2012 10:03:22,767 INFO  [main] model.ProfileTestCase Namespace.ownedMember (required=false)
22 Nov 2012 10:03:22,767 INFO  [main] model.ProfileTestCase opposite: Namespace.ownedMember->NamedElement.namespace
22 Nov 2012 10:03:22,767 INFO  [main] model.ProfileTestCase Namespace.member (required=false)
22 Nov 2012 10:03:22,767 INFO  [main] model.ProfileTestCase Namespace.ownedRule (required=false)
22 Nov 2012 10:03:22,767 INFO  [main] model.ProfileTestCase opposite: Namespace.ownedRule->Constraint.context
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase NamedElement.name (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase NamedElement.visibility (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase NamedElement.namespace (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase opposite: NamedElement.namespace->Namespace.ownedMember
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase NamedElement.qualifiedName (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase Element.ownedElement (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase opposite: Element.ownedElement->Element.owner
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase Element.owner (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase opposite: Element.owner->Element.ownedElement
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase Element.ownedComment (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase Type.package (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase opposite: Type.package->Package.ownedType
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase NamedElement.name (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase NamedElement.visibility (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase NamedElement.namespace (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase opposite: NamedElement.namespace->Namespace.ownedMember
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase NamedElement.qualifiedName (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase Element.ownedElement (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase opposite: Element.ownedElement->Element.owner
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase Element.owner (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase opposite: Element.owner->Element.ownedElement
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase Element.ownedComment (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase NamedElement.name (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase NamedElement.visibility (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase NamedElement.namespace (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase opposite: NamedElement.namespace->Namespace.ownedMember
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase NamedElement.qualifiedName (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase Element.ownedElement (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase opposite: Element.ownedElement->Element.owner
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase Element.owner (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase opposite: Element.owner->Element.ownedElement
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase Element.ownedComment (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase Relationship.relatedElement (required=true)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase Element.ownedElement (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase opposite: Element.ownedElement->Element.owner
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase Element.owner (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase opposite: Element.owner->Element.ownedElement
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase Element.ownedComment (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase ----------------------------
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase properties for Stereotype
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase Stereotype.icon (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase Class.extension (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase opposite: Class.extension->Extension.metaclass
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase Class.ownedAttribute (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase Classifier.attribute (required=false)
22 Nov 2012 10:03:22,782 INFO  [main] model.ProfileTestCase Classifier.feature (required=false)
